WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,Deaths,Average20152019,PercentVariation,PercentVariationQF
20200412,S08000024,"",65 and over,"",All,d,274,122.6,123.5,""
20200412,S08000024,"",All ages,d,All,d,313,153.4,104,""
20200412,S08000024,"",All ages,d,Female,"",151,79.4,90.2,""
20200412,S08000024,"",All ages,d,Male,"",162,74,118.9,""
20200412,S08000025,"",Under 65,"",All,d,2,0.8,150,""
20200412,S08000025,"",65 and over,"",All,d,9,3,200,""
20200412,S08000025,"",All ages,d,All,d,11,3.8,189.5,""
20200412,S08000025,"",All ages,d,Female,"",7,2.2,218.2,""
20200412,S08000025,"",All ages,d,Male,"",4,1.6,150,""
20200412,S08000026,"",Under 65,"",All,d,3,1,200,""
20200412,S08000026,"",65 and over,"",All,d,5,4.6,8.7,""
20200412,S08000026,"",All ages,d,All,d,8,5.6,42.9,""
20200412,S08000026,"",All ages,d,Female,"",6,2.4,150,""
20200412,S08000026,"",All ages,d,Male,"",2,3.2,-37.5,""
20200412,S08000028,"",Under 65,"",All,d,1,0.6,66.7,""
20200412,S08000028,"",65 and over,"",All,d,7,4.2,66.7,""
20200412,S08000028,"",All ages,d,All,d,8,4.8,66.7,""
20200412,S08000028,"",All ages,d,Female,"",3,2.4,25,""
20200412,S08000028,"",All ages,d,Male,"",5,2.4,108.3,""
20200412,S08000029,"",Under 65,"",All,d,14,11.6,20.7,""
20200412,S08000029,"",65 and over,"",All,d,94,63.8,47.3,""
20200412,S08000029,"",All ages,d,All,d,108,75.4,43.2,""
20200412,S08000029,"",All ages,d,Female,"",52,41.8,24.4,""
20200412,S08000029,"",All ages,d,Male,"",56,33.6,66.7,""
20200412,S08000030,"",Under 65,"",All,d,26,18.6,39.8,""
20200412,S08000030,"",65 and over,"",All,d,141,70,101.4,""
20200412,S08000030,"",All ages,d,All,d,167,88.6,88.5,""
20200412,S08000030,"",All ages,d,Female,"",80,45.2,77,""
20200412,S08000030,"",All ages,d,Male,"",87,43.4,100.5,""
20200412,S08000031,"",Under 65,"",All,d,79,54.8,44.2,""
20200412,S08000031,"",65 and over,"",All,d,418,185.4,125.5,""
20200412,S08000031,"",All ages,d,All,d,497,240.2,106.9,""
20200412,S08000031,"",All ages,d,Female,"",236,127,85.8,""
20200412,S08000031,"",All ages,d,Male,"",261,113.2,130.6,""
20200412,S08000032,"",Under 65,"",All,d,58,29.6,95.9,""
20200412,S08000032,"",65 and over,"",All,d,215,104.8,105.2,""
20200412,S08000032,"",All ages,d,All,d,273,134.4,103.1,""
20200412,S08000032,"",All ages,d,Female,"",117,64.8,80.6,""
20200412,S08000032,"",All ages,d,Male,"",156,69.6,124.1,""
20200412,S92000003,d,Under 65,"",All,d,304,222.2,36.8,""
20200412,S92000003,d,65 and over,"",All,d,1674,877.6,90.7,""
20200412,S92000003,d,All ages,d,All,d,1978,1099.8,79.9,""
20200412,S92000003,d,All ages,d,Female,"",927,562.2,64.9,""
20200412,S92000003,d,All ages,d,Male,"",1051,537.6,95.5,""
20200419,S08000015,"",Under 65,"",All,d,26,15.4,68.8,""
20200419,S08000015,"",65 and over,"",All,d,131,72.6,80.4,""
20200419,S08000015,"",All ages,d,All,d,157,88,78.4,""
20200419,S08000015,"",All ages,d,Female,"",72,45.2,59.3,""
20200419,S08000015,"",All ages,d,Male,"",85,42.8,98.6,""
20200419,S08000016,"",Under 65,"",All,d,6,4.4,36.4,""
20200419,S08000016,"",65 and over,"",All,d,23,19.2,19.8,""
20200419,S08000016,"",All ages,d,All,d,29,23.6,22.9,""
20200419,S08000016,"",All ages,d,Female,"",13,12.6,3.2,""
20200419,S08000016,"",All ages,d,Male,"",16,11,45.5,""
20200419,S08000017,"",Under 65,"",All,d,10,6,66.7,""
20200419,S08000017,"",65 and over,"",All,d,32,29.6,8.1,""
20200419,S08000017,"",All ages,d,All,d,42,35.6,18,""
20200419,S08000017,"",All ages,d,Female,"",19,18.6,2.2,""
20200419,S08000017,"",All ages,d,Male,"",23,17,35.3,""
20200419,S08000019,"",Under 65,"",All,d,6,11,-45.5,""
20200419,S08000019,"",65 and over,"",All,d,79,47.8,65.3,""
20200419,S08000019,"",All ages,d,All,d,85,58.8,44.6,""
20200419,S08000019,"",All ages,d,Female,"",42,30.2,39.1,""
20200419,S08000019,"",All ages,d,Male,"",43,28.6,50.3,""
20200419,S08000020,"",Under 65,"",All,d,15,16,-6.2,""
20200419,S08000020,"",65 and over,"",All,d,154,88.2,74.6,""
20200419,S08000020,"",All ages,d,All,d,169,104.2,62.2,""
20200419,S08000020,"",All ages,d,Female,"",71,55.4,28.2,""
20200419,S08000020,"",All ages,d,Male,"",98,48.8,100.8,""
20200419,S08000022,"",Under 65,"",All,d,14,10.6,32.1,""
20200419,S08000022,"",65 and over,"",All,d,92,55.4,66.1,""
20200419,S08000022,"",All ages,d,All,d,106,66,60.6,""
20200419,S08000022,"",All ages,d,Female,"",56,33,69.7,""
20200419,S08000022,"",All ages,d,Male,"",50,33,51.5,""
20200419,S08000024,"",Under 65,"",All,d,34,27.4,24.1,""
20200419,S08000024,"",65 and over,"",All,d,235,112.8,108.3,""
20200419,S08000024,"",All ages,d,All,d,269,140.2,91.9,""
20200419,S08000024,"",All ages,d,Female,"",146,69.6,109.8,""
20200419,S08000024,"",All ages,d,Male,"",123,70.6,74.2,""
20200419,S08000025,"",Under 65,"",All,d,1,1.2,-16.7,""
20200419,S08000025,"",65 and over,"",All,d,3,4.4,-31.8,""
20200419,S08000025,"",All ages,d,All,d,4,5.6,-28.6,""
20200419,S08000025,"",All ages,d,Female,"",2,2.6,-23.1,""
20200419,S08000025,"",All ages,d,Male,"",2,3,-33.3,""
20200419,S08000026,"",Under 65,"",All,d,0,0.4,-100,""
20200419,S08000026,"",65 and over,"",All,d,3,4,-25,""
20200419,S08000026,"",All ages,d,All,d,3,4.4,-31.8,""
20200419,S08000026,"",All ages,d,Female,"",3,2.4,25,""
20200419,S08000026,"",All ages,d,Male,"",0,2,-100,""
20200419,S08000028,"",Under 65,"",All,d,0,0.6,-100,""
20200419,S08000028,"",65 and over,"",All,d,8,4.2,90.5,""
20200419,S08000028,"",All ages,d,All,d,8,4.8,66.7,""
20200419,S08000028,"",All ages,d,Female,"",2,2.4,-16.7,""
20200419,S08000028,"",All ages,d,Male,"",6,2.4,150,""
20200419,S08000029,"",Under 65,"",All,d,12,18.2,-34.1,""
20200419,S08000029,"",65 and over,"",All,d,101,63.6,58.8,""
20200419,S08000029,"",All ages,d,All,d,113,81.8,38.1,""
20200419,S08000029,"",All ages,d,Female,"",57,40,42.5,""
20200419,S08000029,"",All ages,d,Male,"",56,41.8,34,""
20200419,S08000030,"",Under 65,"",All,d,23,12.6,82.5,""
20200419,S08000030,"",65 and over,"",All,d,146,73.2,99.5,""
20200419,S08000030,"",All ages,d,All,d,169,85.8,97,""
20200419,S08000030,"",All ages,d,Female,"",73,48.6,50.2,""
20200419,S08000030,"",All ages,d,Male,"",96,37.2,158.1,""
20200419,S08000031,"",Under 65,"",All,d,70,52.6,33.1,""
20200419,S08000031,"",65 and over,"",All,d,411,182.6,125.1,""
20200419,S08000031,"",All ages,d,All,d,481,235.2,104.5,""
20200419,S08000031,"",All ages,d,Female,"",241,120,100.8,""
20200419,S08000031,"",All ages,d,Male,"",240,115.2,108.3,""
20200419,S08000032,"",Under 65,"",All,d,44,29.8,47.7,""
20200419,S08000032,"",65 and over,"",All,d,227,100.2,126.5,""
20200419,S08000032,"",All ages,d,All,d,271,130,108.5,""
20200419,S08000032,"",All ages,d,Female,"",136,68.6,98.3,""
20200419,S08000032,"",All ages,d,Male,"",135,61.4,119.9,""
20200419,S92000003,d,Under 65,"",All,d,264,207,27.5,""
20200419,S92000003,d,65 and over,"",All,d,1652,860.2,92,""
20200419,S92000003,d,All ages,d,All,d,1916,1067.2,79.5,""
20200419,S92000003,d,All ages,d,Female,"",938,550,70.5,""
20200419,S92000003,d,All ages,d,Male,"",978,517.2,89.1,""
20200426,S08000015,"",Under 65,"",All,d,20,13.8,44.9,""
20200426,S08000015,"",65 and over,"",All,d,119,70.4,69,""
20200426,S08000015,"",All ages,d,All,d,139,84.2,65.1,""
20200426,S08000015,"",All ages,d,Female,"",74,41.4,78.7,""
20200426,S08000015,"",All ages,d,Male,"",65,42.8,51.9,""
20200426,S08000016,"",Under 65,"",All,d,8,5.2,53.8,""
20200426,S08000016,"",65 and over,"",All,d,21,20.6,1.9,""
20200426,S08000016,"",All ages,d,All,d,29,25.8,12.4,""
20200426,S08000016,"",All ages,d,Female,"",11,13,-15.4,""
20200426,S08000016,"",All ages,d,Male,"",18,12.8,40.6,""
20200426,S08000017,"",Under 65,"",All,d,7,4.2,66.7,""
20200426,S08000017,"",65 and over,"",All,d,36,34.4,4.7,""
20200426,S08000017,"",All ages,d,All,d,43,38.6,11.4,""
20200426,S08000017,"",All ages,d,Female,"",20,19.2,4.2,""
20200426,S08000017,"",All ages,d,Male,"",23,19.4,18.6,""
20200426,S08000019,"",Under 65,"",All,d,15,11,36.4,""
20200426,S08000019,"",65 and over,"",All,d,82,48.8,68,""
20200426,S08000019,"",All ages,d,All,d,97,59.8,62.2,""
20200426,S08000019,"",All ages,d,Female,"",57,30.8,85.1,""
20200426,S08000019,"",All ages,d,Male,"",40,29,37.9,""
20200426,S08000020,"",Under 65,"",All,d,20,17.6,13.6,""
20200426,S08000020,"",65 and over,"",All,d,127,83.8,51.6,""
20200426,S08000020,"",All ages,d,All,d,147,101.4,45,""
20200426,S08000020,"",All ages,d,Female,"",73,47,55.3,""
20200426,S08000020,"",All ages,d,Male,"",74,54.4,36,""
20200426,S08000022,"",Under 65,"",All,d,13,12.8,1.6,""
20200426,S08000022,"",65 and over,"",All,d,81,59.2,36.8,""
20200426,S08000022,"",All ages,d,All,d,94,72,30.6,""
20200426,S08000022,"",All ages,d,Female,"",44,37.6,17,""
20200426,S08000022,"",All ages,d,Male,"",50,34.4,45.3,""
20200426,S08000024,"",Under 65,"",All,d,37,27.4,35,""
20200426,S08000024,"",65 and over,"",All,d,220,118.2,86.1,""
20200426,S08000024,"",All ages,d,All,d,257,145.6,76.5,""
20200426,S08000024,"",All ages,d,Female,"",144,75.2,91.5,""
20200426,S08000024,"",All ages,d,Male,"",113,70.4,60.5,""
20200426,S08000025,"",Under 65,"",All,d,0,1.2,-100,""
20200426,S08000025,"",65 and over,"",All,d,6,6,0,""
20200426,S08000025,"",All ages,d,All,d,6,7.2,-16.7,""
20200426,S08000025,"",All ages,d,Female,"",2,3.8,-47.4,""
20200426,S08000025,"",All ages,d,Male,"",4,3.4,17.6,""
20200426,S08000026,"",Under 65,"",All,d,0,0.2,-100,""
20200426,S08000026,"",65 and over,"",All,d,2,2,0,""
20200426,S08000026,"",All ages,d,All,d,2,2.2,-9.1,""
20200426,S08000026,"",All ages,d,Female,"",1,1.4,-28.6,""
20200426,S08000026,"",All ages,d,Male,"",1,0.8,25,""
20200426,S08000028,"",Under 65,"",All,d,4,1.8,122.2,""
20200426,S08000028,"",65 and over,"",All,d,6,7.8,-23.1,""
20200426,S08000028,"",All ages,d,All,d,10,9.6,4.2,""
20200426,S08000028,"",All ages,d,Female,"",5,4.6,8.7,""
20200426,S08000028,"",All ages,d,Male,"",5,5,0,""
20200426,S08000029,"",Under 65,"",All,d,13,12,8.3,""
20200426,S08000029,"",65 and over,"",All,d,89,69.4,28.2,""
20200426,S08000029,"",All ages,d,All,d,102,81.4,25.3,""
20200426,S08000029,"",All ages,d,Female,"",58,43.6,33,""
20200426,S08000029,"",All ages,d,Male,"",44,37.8,16.4,""
20200426,S08000030,"",Under 65,"",All,d,21,14.2,47.9,""
20200426,S08000030,"",65 and over,"",All,d,131,75.2,74.2,""
20200426,S08000030,"",All ages,d,All,d,152,89.4,70,""
20200426,S08000030,"",All ages,d,Female,"",84,48.4,73.6,""
20200426,S08000030,"",All ages,d,Male,"",68,41,65.9,""
20200426,S08000031,"",Under 65,"",All,d,75,48.2,55.6,""
20200426,S08000031,"",65 and over,"",All,d,441,181.4,143.1,""
20200426,S08000031,"",All ages,d,All,d,516,229.6,124.7,""
20200426,S08000031,"",All ages,d,Female,"",265,117.8,125,""
20200426,S08000031,"",All ages,d,Male,"",251,111.8,124.5,""
20200426,S08000032,"",Under 65,"",All,d,54,28.8,87.5,""
20200426,S08000032,"",65 and over,"",All,d,184,107,72,""
20200426,S08000032,"",All ages,d,All,d,238,135.8,75.3,""
20200426,S08000032,"",All ages,d,Female,"",123,70.6,74.2,""
20200426,S08000032,"",All ages,d,Male,"",115,65.2,76.4,""
20200426,S92000003,d,Under 65,"",All,d,287,201,42.8,""
20200426,S92000003,d,65 and over,"",All,d,1549,885.8,74.9,""
20200426,S92000003,d,All ages,d,All,d,1836,1086.8,68.9,""
20200426,S92000003,d,All ages,d,Female,"",961,555.6,73,""
20200426,S92000003,d,All ages,d,Male,"",875,531.2,64.7,""
20200503,S08000015,"",Under 65,"",All,d,18,12,50,""
20200503,S08000015,"",65 and over,"",All,d,103,76.2,35.2,""
20200503,S08000015,"",All ages,d,All,d,121,88.2,37.2,""
20200503,S08000015,"",All ages,d,Female,"",58,42.8,35.5,""
20200503,S08000015,"",All ages,d,Male,"",63,45.4,38.8,""
20200503,S08000016,"",Under 65,"",All,d,3,4.4,-31.8,""
20200503,S08000016,"",65 and over,"",All,d,24,20,20,""
20200503,S08000016,"",All ages,d,All,d,27,24.4,10.7,""
20200503,S08000016,"",All ages,d,Female,"",13,10.8,20.4,""
20200503,S08000016,"",All ages,d,Male,"",14,13.6,2.9,""
20200503,S08000017,"",Under 65,"",All,d,3,4.8,-37.5,""
20200503,S08000017,"",65 and over,"",All,d,41,32.2,27.3,""
20200503,S08000017,"",All ages,d,All,d,44,37,18.9,""
20200503,S08000017,"",All ages,d,Female,"",26,21.4,21.5,""
20200503,S08000017,"",All ages,d,Male,"",18,15.6,15.4,""
20200503,S08000019,"",Under 65,"",All,d,19,13.2,43.9,""
20200503,S08000019,"",65 and over,"",All,d,89,45.4,96,""
20200503,S08000019,"",All ages,d,All,d,108,58.6,84.3,""
20200503,S08000019,"",All ages,d,Female,"",59,30.2,95.4,""
20200503,S08000019,"",All ages,d,Male,"",49,28.4,72.5,""
20200503,S08000020,"",Under 65,"",All,d,19,17.8,6.7,""
20200503,S08000020,"",65 and over,"",All,d,119,86.8,37.1,""
20200503,S08000020,"",All ages,d,All,d,138,104.6,31.9,""
20200503,S08000020,"",All ages,d,Female,"",64,46.8,36.8,""
20200503,S08000020,"",All ages,d,Male,"",74,57.8,28,""
20200503,S08000022,"",Under 65,"",All,d,11,11.4,-3.5,""
20200503,S08000022,"",65 and over,"",All,d,67,56,19.6,""
20200503,S08000022,"",All ages,d,All,d,78,67.4,15.7,""
20200503,S08000022,"",All ages,d,Female,"",37,38.6,-4.1,""
20200503,S08000022,"",All ages,d,Male,"",41,28.8,42.4,""
20200503,S08000024,"",Under 65,"",All,d,51,28.6,78.3,""
20200503,S08000024,"",65 and over,"",All,d,228,128.4,77.6,""
20200503,S08000024,"",All ages,d,All,d,279,157,77.7,""
20200503,S08000024,"",All ages,d,Female,"",131,79.8,64.2,""
20200503,S08000024,"",All ages,d,Male,"",148,77.2,91.7,""
20200503,S08000025,"",Under 65,"",All,d,0,0.2,-100,""
20200503,S08000025,"",65 and over,"",All,d,3,5.2,-42.3,""
20200503,S08000025,"",All ages,d,All,d,3,5.4,-44.4,""
20200503,S08000025,"",All ages,d,Female,"",2,3,-33.3,""
20200503,S08000025,"",All ages,d,Male,"",1,2.4,-58.3,""
20200503,S08000026,"",Under 65,"",All,d,1,0.4,150,""
20200503,S08000026,"",65 and over,"",All,d,5,3.8,31.6,""
20200503,S08000026,"",All ages,d,All,d,6,4.2,42.9,""
20200503,S08000026,"",All ages,d,Female,"",3,2.2,36.4,""
20200503,S08000026,"",All ages,d,Male,"",3,2,50,""
20200503,S08000028,"",Under 65,"",All,d,0,0.8,-100,""
20200503,S08000028,"",65 and over,"",All,d,5,3.2,56.2,""
20200503,S08000028,"",All ages,d,All,d,5,4,25,""
20200503,S08000028,"",All ages,d,Female,"",4,1.6,150,""
20200503,S08000028,"",All ages,d,Male,"",1,2.4,-58.3,""
20200503,S08000029,"",Under 65,"",All,d,16,13.6,17.6,""
20200503,S08000029,"",65 and over,"",All,d,94,61.2,53.6,""
20200503,S08000029,"",All ages,d,All,d,110,74.8,47.1,""
20200503,S08000029,"",All ages,d,Female,"",53,35.8,48,""
20200503,S08000029,"",All ages,d,Male,"",57,39,46.2,""
20200503,S08000030,"",Under 65,"",All,d,14,18.2,-23.1,""
20200503,S08000030,"",65 and over,"",All,d,124,71.4,73.7,""
20200503,S08000030,"",All ages,d,All,d,138,89.6,54,""
20200503,S08000030,"",All ages,d,Female,"",74,47.8,54.8,""
20200503,S08000030,"",All ages,d,Male,"",64,41.8,53.1,""
20200503,S08000031,"",Under 65,"",All,d,65,45.2,43.8,""
20200503,S08000031,"",65 and over,"",All,d,344,182,89,""
20200503,S08000031,"",All ages,d,All,d,409,227.2,80,""
20200503,S08000031,"",All ages,d,Female,"",222,115.4,92.4,""
20200503,S08000031,"",All ages,d,Male,"",187,111.8,67.3,""
20200503,S08000032,"",Under 65,"",All,d,36,27,33.3,""
20200503,S08000032,"",65 and over,"",All,d,170,106.6,59.5,""
20200503,S08000032,"",All ages,d,All,d,206,133.6,54.2,""
20200503,S08000032,"",All ages,d,Female,"",106,68,55.9,""
20200503,S08000032,"",All ages,d,Male,"",100,65.6,52.4,""
20200503,S92000003,d,Under 65,"",All,d,260,198.2,31.2,""
20200503,S92000003,d,65 and over,"",All,d,1419,881.2,61,""
20200503,S92000003,d,All ages,d,All,d,1679,1079.4,55.5,""
20200503,S92000003,d,All ages,d,Female,"",854,546,56.4,""
20200503,S92000003,d,All ages,d,Male,"",825,533.4,54.7,""
20200510,S08000015,"",Under 65,"",All,d,17,12.8,32.8,""
20200510,S08000015,"",65 and over,"",All,d,83,63.8,30.1,""
20200510,S08000015,"",All ages,d,All,d,100,76.6,30.5,""
20200510,S08000015,"",All ages,d,Female,"",45,40.6,10.8,""
20200510,S08000015,"",All ages,d,Male,"",55,36,52.8,""
20200510,S08000016,"",Under 65,"",All,d,6,4.2,42.9,""
20200510,S08000016,"",65 and over,"",All,d,18,20,-10,""
20200510,S08000016,"",All ages,d,All,d,24,24.2,-0.8,""
20200510,S08000016,"",All ages,d,Female,"",11,10.6,3.8,""
20200510,S08000016,"",All ages,d,Male,"",13,13.6,-4.4,""
20200510,S08000017,"",Under 65,"",All,d,4,5.6,-28.6,""
20200510,S08000017,"",65 and over,"",All,d,31,29.8,4,""
20200510,S08000017,"",All ages,d,All,d,35,35.4,-1.1,""
20200510,S08000017,"",All ages,d,Female,"",19,19,0,""
20200510,S08000017,"",All ages,d,Male,"",16,16.4,-2.4,""
20200510,S08000019,"",Under 65,"",All,d,10,10.2,-2,""
20200510,S08000019,"",65 and over,"",All,d,94,49,91.8,""
20200510,S08000019,"",All ages,d,All,d,104,59.2,75.7,""
20200510,S08000019,"",All ages,d,Female,"",62,29.2,112.3,""
20200510,S08000019,"",All ages,d,Male,"",42,30,40,""
20200510,S08000020,"",Under 65,"",All,d,18,19.4,-7.2,""
20200510,S08000020,"",65 and over,"",All,d,110,85.4,28.8,""
20200510,S08000020,"",All ages,d,All,d,128,104.8,22.1,""
20200510,S08000020,"",All ages,d,Female,"",53,52.2,1.5,""
20200510,S08000020,"",All ages,d,Male,"",75,52.6,42.6,""
20200510,S08000022,"",Under 65,"",All,d,16,12.4,29,""
20200510,S08000022,"",65 and over,"",All,d,66,50.8,29.9,""
20200510,S08000022,"",All ages,d,All,d,82,63.2,29.7,""
20200510,S08000022,"",All ages,d,Female,"",43,32.4,32.7,""
20200510,S08000022,"",All ages,d,Male,"",39,30.8,26.6,""
20200510,S08000024,"",Under 65,"",All,d,29,30.4,-4.6,""
20200510,S08000024,"",65 and over,"",All,d,178,114.4,55.6,""
20200510,S08000024,"",All ages,d,All,d,207,144.8,43,""
20200510,S08000024,"",All ages,d,Female,"",119,76.8,54.9,""
20200510,S08000024,"",All ages,d,Male,"",88,68,29.4,""
20200510,S08000025,"",Under 65,"",All,d,0,0.2,-100,""
20200510,S08000025,"",65 and over,"",All,d,2,3.8,-47.4,""
20200510,S08000025,"",All ages,d,All,d,2,4,-50,""
20200510,S08000025,"",All ages,d,Female,"",1,1.8,-44.4,""
20200510,S08000025,"",All ages,d,Male,"",1,2.2,-54.5,""
20200510,S08000026,"",Under 65,"",All,d,0,0.6,-100,""
20200510,S08000026,"",65 and over,"",All,d,6,3.6,66.7,""
20200510,S08000026,"",All ages,d,All,d,6,4.2,42.9,""
20200510,S08000026,"",All ages,d,Female,"",3,2.2,36.4,""
20200510,S08000026,"",All ages,d,Male,"",3,2,50,""
20200510,S08000028,"",Under 65,"",All,d,0,1.4,-100,""
20200510,S08000028,"",65 and over,"",All,d,2,6.2,-67.7,""
20200510,S08000028,"",All ages,d,All,d,2,7.6,-73.7,""
20200510,S08000028,"",All ages,d,Female,"",0,4,-100,""
20200510,S08000028,"",All ages,d,Male,"",2,3.6,-44.4,""
20200510,S08000029,"",Under 65,"",All,d,15,13,15.4,""
20200510,S08000029,"",65 and over,"",All,d,76,57.6,31.9,""
20200510,S08000029,"",All ages,d,All,d,91,70.6,28.9,""
20200510,S08000029,"",All ages,d,Female,"",41,33.8,21.3,""
20200510,S08000029,"",All ages,d,Male,"",50,36.8,35.9,""
20200510,S08000030,"",Under 65,"",All,d,16,16.6,-3.6,""
20200510,S08000030,"",65 and over,"",All,d,86,65.2,31.9,""
20200510,S08000030,"",All ages,d,All,d,102,81.8,24.7,""
20200510,S08000030,"",All ages,d,Female,"",51,41.6,22.6,""
20200510,S08000030,"",All ages,d,Male,"",51,40.2,26.9,""
20200510,S08000031,"",Under 65,"",All,d,53,48.4,9.5,""
20200510,S08000031,"",65 and over,"",All,d,289,178,62.4,""
20200510,S08000031,"",All ages,d,All,d,342,226.4,51.1,""
20200510,S08000031,"",All ages,d,Female,"",181,120.2,50.6,""
20200510,S08000031,"",All ages,d,Male,"",161,106.2,51.6,""
20200510,S08000032,"",Under 65,"",All,d,40,26,53.8,""
20200510,S08000032,"",65 and over,"",All,d,167,101.2,65,""
20200510,S08000032,"",All ages,d,All,d,207,127.2,62.7,""
20200510,S08000032,"",All ages,d,Female,"",115,63.2,82,""
20200510,S08000032,"",All ages,d,Male,"",92,64,43.8,""
20200510,S92000003,d,Under 65,"",All,d,225,202.6,11.1,""
20200510,S92000003,d,65 and over,"",All,d,1210,831.6,45.5,""
20200510,S92000003,d,All ages,d,All,d,1435,1034.2,38.8,""
20200510,S92000003,d,All ages,d,Female,"",745,528.8,40.9,""
20200510,S92000003,d,All ages,d,Male,"",690,505.4,36.5,""
20200517,S08000015,"",Under 65,"",All,d,24,15.2,57.9,""
20200517,S08000015,"",65 and over,"",All,d,96,70.8,35.6,""
20200517,S08000015,"",All ages,d,All,d,120,86,39.5,""
20200517,S08000015,"",All ages,d,Female,"",62,41.2,50.5,""
20200517,S08000015,"",All ages,d,Male,"",58,44.8,29.5,""
20200517,S08000016,"",Under 65,"",All,d,2,3,-33.3,""
20200517,S08000016,"",65 and over,"",All,d,26,18.2,42.9,""
20200517,S08000016,"",All ages,d,All,d,28,21.2,32.1,""
20200517,S08000016,"",All ages,d,Female,"",14,12.4,12.9,""
20200517,S08000016,"",All ages,d,Male,"",14,8.8,59.1,""
20200517,S08000017,"",Under 65,"",All,d,6,4.6,30.4,""
20200517,S08000017,"",65 and over,"",All,d,33,26.4,25,""
20200517,S08000017,"",All ages,d,All,d,39,31,25.8,""
20200517,S08000017,"",All ages,d,Female,"",18,17.4,3.4,""
20200517,S08000017,"",All ages,d,Male,"",21,13.6,54.4,""
20200517,S08000019,"",Under 65,"",All,d,16,9.4,70.2,""
20200517,S08000019,"",65 and over,"",All,d,69,45.4,52,""
20200517,S08000019,"",All ages,d,All,d,85,54.8,55.1,""
20200517,S08000019,"",All ages,d,Female,"",41,27,51.9,""
20200517,S08000019,"",All ages,d,Male,"",44,27.8,58.3,""
20200517,S08000020,"",Under 65,"",All,d,21,17.6,19.3,""
20200517,S08000020,"",65 and over,"",All,d,89,80.2,11,""
20200517,S08000020,"",All ages,d,All,d,110,97.8,12.5,""
20200517,S08000020,"",All ages,d,Female,"",53,47.6,11.3,""
20200517,S08000020,"",All ages,d,Male,"",57,50.2,13.5,""
20200517,S08000022,"",Under 65,"",All,d,16,12,33.3,""
20200517,S08000022,"",65 and over,"",All,d,66,52.8,25,""
20200517,S08000022,"",All ages,d,All,d,82,64.8,26.5,""
20200517,S08000022,"",All ages,d,Female,"",40,33.2,20.5,""
20200517,S08000022,"",All ages,d,Male,"",42,31.6,32.9,""
20200517,S08000024,"",Under 65,"",All,d,37,25,48,""
20200517,S08000024,"",65 and over,"",All,d,187,123.6,51.3,""
20200517,S08000024,"",All ages,d,All,d,224,148.6,50.7,""
20200517,S08000024,"",All ages,d,Female,"",108,78.4,37.8,""
20200517,S08000024,"",All ages,d,Male,"",116,70.2,65.2,""
20200517,S08000025,"",Under 65,"",All,d,0,0.8,-100,""
20200517,S08000025,"",65 and over,"",All,d,5,4.2,19,""
20200517,S08000025,"",All ages,d,All,d,5,5,0,""
20200517,S08000025,"",All ages,d,Female,"",4,2.2,81.8,""
20200517,S08000025,"",All ages,d,Male,"",1,2.8,-64.3,""
20200517,S08000026,"",Under 65,"",All,d,1,0.4,150,""
20200517,S08000026,"",65 and over,"",All,d,5,4.6,8.7,""
20200517,S08000026,"",All ages,d,All,d,6,5,20,""
20200517,S08000026,"",All ages,d,Female,"",2,3.4,-41.2,""
20200517,S08000026,"",All ages,d,Male,"",4,1.6,150,""
20200517,S08000028,"",Under 65,"",All,d,1,0.4,150,""
20200517,S08000028,"",65 and over,"",All,d,3,5,-40,""
20200517,S08000028,"",All ages,d,All,d,4,5.4,-25.9,""
20200517,S08000028,"",All ages,d,Female,"",2,2.6,-23.1,""
20200517,S08000028,"",All ages,d,Male,"",2,2.8,-28.6,""
20200517,S08000029,"",Under 65,"",All,d,12,19.6,-38.8,""
20200517,S08000029,"",65 and over,"",All,d,69,64.8,6.5,""
20200517,S08000029,"",All ages,d,All,d,81,84.4,-4,""
20200517,S08000029,"",All ages,d,Female,"",37,43.4,-14.7,""
20200517,S08000029,"",All ages,d,Male,"",44,41,7.3,""
20200517,S08000030,"",Under 65,"",All,d,25,16.8,48.8,""
20200517,S08000030,"",65 and over,"",All,d,101,70.4,43.5,""
20200517,S08000030,"",All ages,d,All,d,126,87.2,44.5,""
20200517,S08000030,"",All ages,d,Female,"",60,46.6,28.8,""
20200517,S08000030,"",All ages,d,Male,"",66,40.6,62.6,""
20200517,S08000031,"",Under 65,"",All,d,73,53.6,36.2,""
20200517,S08000031,"",65 and over,"",All,d,267,181.8,46.9,""
20200517,S08000031,"",All ages,d,All,d,340,235.4,44.4,""
20200517,S08000031,"",All ages,d,Female,"",170,126.4,34.5,""
20200517,S08000031,"",All ages,d,Male,"",170,109,56,""
20200517,S08000032,"",Under 65,"",All,d,31,25.6,21.1,""
20200517,S08000032,"",65 and over,"",All,d,137,107.6,27.3,""
20200517,S08000032,"",All ages,d,All,d,168,133.2,26.1,""
20200517,S08000032,"",All ages,d,Female,"",83,70.6,17.6,""
20200517,S08000032,"",All ages,d,Male,"",85,62.6,35.8,""
20200517,S92000003,d,Under 65,"",All,d,266,205.6,29.4,""
20200517,S92000003,d,65 and over,"",All,d,1155,858.4,34.6,""
20200517,S92000003,d,All ages,d,All,d,1421,1064,33.6,""
20200517,S92000003,d,All ages,d,Female,"",696,553.8,25.7,""
